Time,investor-capitalization-btc-24h
2011-08-20 00:00:00+00:00,34462110.05340624
2011-08-21 00:00:00+00:00,34454914.635415524
2011-08-22 00:00:00+00:00,34456122.93425944
2011-08-23 00:00:00+00:00,34425546.40431567
2011-08-24 00:00:00+00:00,34412542.77722126
2011-08-25 00:00:00+00:00,34869789.419103235
2011-08-26 00:00:00+00:00,34923614.73030269
2011-08-27 00:00:00+00:00,32265038.965980433
2011-08-28 00:00:00+00:00,32272554.39963734
2011-08-29 00:00:00+00:00,32308372.317582108
2011-08-30 00:00:00+00:00,32271442.507589854
2011-08-31 00:00:00+00:00,32229536.601090267
2011-09-01 00:00:00+00:00,32152951.20087403
2011-09-02 00:00:00+00:00,32158921.05219927
2011-09-03 00:00:00+00:00,32149814.59406095
2011-09-04 00:00:00+00:00,32112500.915548492
2011-09-05 00:00:00+00:00,32031325.230624124
2011-09-06 00:00:00+00:00,31863709.169486046
2011-09-07 00:00:00+00:00,31776062.55644195
2011-09-08 00:00:00+00:00,31622832.033251673
2011-09-09 00:00:00+00:00,31471451.79257124
2011-09-10 00:00:00+00:00,31397337.75085747
2011-09-11 00:00:00+00:00,29608564.337405637
2011-09-12 00:00:00+00:00,29501240.199034892
2011-09-13 00:00:00+00:00,29349058.10068897
2011-09-14 00:00:00+00:00,29295582.947833315
2011-09-15 00:00:00+00:00,29216153.397522673
2011-09-16 00:00:00+00:00,29104029.814434215
2011-09-17 00:00:00+00:00,29069150.169826385
2011-09-18 00:00:00+00:00,29042806.87820375
2011-09-19 00:00:00+00:00,28988709.52595651
2011-09-20 00:00:00+00:00,28985354.74402655
2011-09-21 00:00:00+00:00,28981308.222242936
2011-09-22 00:00:00+00:00,28905081.890710525
2011-09-23 00:00:00+00:00,28875061.27765728
2011-09-24 00:00:00+00:00,28856012.458183356
2011-09-25 00:00:00+00:00,28597474.085163817
2011-09-26 00:00:00+00:00,28547861.6421098
2011-09-27 00:00:00+00:00,28510539.12148302
2011-09-28 00:00:00+00:00,28470597.092853986
2011-09-29 00:00:00+00:00,28447269.45532539
2011-09-30 00:00:00+00:00,28447148.707121648
2011-10-01 00:00:00+00:00,28379692.22118044
2011-10-02 00:00:00+00:00,28320021.27823454
2011-10-03 00:00:00+00:00,28279040.90881561
2011-10-04 00:00:00+00:00,28245997.684082866
