Time,transaction-size-total-btc-24h
2010-03-30 00:00:00+00:00,1561.0
2010-03-31 00:00:00+00:00,3210.0
2010-04-01 00:00:00+00:00,3671.0
2010-04-02 00:00:00+00:00,2506.0
2010-04-03 00:00:00+00:00,3328.0
2010-04-04 00:00:00+00:00,8545.0
2010-04-05 00:00:00+00:00,19377.0
2010-04-06 00:00:00+00:00,12823.0
2010-04-07 00:00:00+00:00,12956.0
2010-04-08 00:00:00+00:00,8421.0
2010-04-09 00:00:00+00:00,25541.0
2010-04-10 00:00:00+00:00,35166.0
2010-04-11 00:00:00+00:00,23978.0
2010-04-12 00:00:00+00:00,23479.0
2010-04-13 00:00:00+00:00,5608.0
2010-04-14 00:00:00+00:00,17336.0
2010-04-15 00:00:00+00:00,88305.0
2010-04-16 00:00:00+00:00,28205.0
2010-04-17 00:00:00+00:00,12957.0
2010-04-18 00:00:00+00:00,833941.0
2010-04-19 00:00:00+00:00,39239.0
2010-04-20 00:00:00+00:00,28811.0
2010-04-21 00:00:00+00:00,20042.0
2010-04-22 00:00:00+00:00,10259.0
2010-04-23 00:00:00+00:00,13807.0
2010-04-24 00:00:00+00:00,23652.0
2010-04-25 00:00:00+00:00,24663.0
2010-04-26 00:00:00+00:00,17210.0
2010-04-27 00:00:00+00:00,15641.0
2010-04-28 00:00:00+00:00,20230.0
2010-04-29 00:00:00+00:00,9507.0
2010-04-30 00:00:00+00:00,8457.0
2010-05-01 00:00:00+00:00,10059.0
2010-05-02 00:00:00+00:00,6585.0
2010-05-03 00:00:00+00:00,15852.0
2010-05-04 00:00:00+00:00,28654.0
2010-05-05 00:00:00+00:00,24592.0
2010-05-06 00:00:00+00:00,34452.0
2010-05-07 00:00:00+00:00,13007.0
2010-05-08 00:00:00+00:00,33762.0
2010-05-09 00:00:00+00:00,18402.0
2010-05-10 00:00:00+00:00,19967.0
2010-05-11 00:00:00+00:00,6102.0
2010-05-12 00:00:00+00:00,19136.0
2010-05-13 00:00:00+00:00,16447.0
2010-05-14 00:00:00+00:00,164662.0
2010-05-15 00:00:00+00:00,182019.0
2010-05-16 00:00:00+00:00,6578.0
2010-05-17 00:00:00+00:00,18872.0
2010-05-18 00:00:00+00:00,20567.0
2010-05-19 00:00:00+00:00,20431.0
2010-05-20 00:00:00+00:00,11956.0
2010-05-21 00:00:00+00:00,27864.0
2010-05-22 00:00:00+00:00,41692.0
2010-05-23 00:00:00+00:00,33046.0
2010-05-24 00:00:00+00:00,18032.0
2010-05-25 00:00:00+00:00,17214.0
2010-05-26 00:00:00+00:00,27085.0
2010-05-27 00:00:00+00:00,28178.0
2010-05-28 00:00:00+00:00,17957.0
2010-05-29 00:00:00+00:00,24455.0
2010-05-30 00:00:00+00:00,14134.0
2010-05-31 00:00:00+00:00,15060.0
2010-06-01 00:00:00+00:00,17011.0
2010-06-02 00:00:00+00:00,12443.0
2010-06-03 00:00:00+00:00,35733.0
2010-06-04 00:00:00+00:00,11309.0
2010-06-05 00:00:00+00:00,14242.0
2010-06-06 00:00:00+00:00,18024.0
2010-06-07 00:00:00+00:00,38836.0
2010-06-08 00:00:00+00:00,20084.0
2010-06-09 00:00:00+00:00,25443.0
2010-06-10 00:00:00+00:00,15176.0
2010-06-11 00:00:00+00:00,25768.0
2010-06-12 00:00:00+00:00,20909.0
2010-06-13 00:00:00+00:00,23470.0
2010-06-14 00:00:00+00:00,38287.0
2010-06-15 00:00:00+00:00,26285.0
2010-06-16 00:00:00+00:00,27396.0
2010-06-17 00:00:00+00:00,15459.0
2010-06-18 00:00:00+00:00,17680.0
2010-06-19 00:00:00+00:00,39780.0
2010-06-20 00:00:00+00:00,15088.0
2010-06-21 00:00:00+00:00,27504.0
2010-06-22 00:00:00+00:00,26960.0
2010-06-23 00:00:00+00:00,25482.0
2010-06-24 00:00:00+00:00,24799.0
2010-06-25 00:00:00+00:00,14936.0
2010-06-26 00:00:00+00:00,11209.0
2010-06-27 00:00:00+00:00,17215.0
2010-06-28 00:00:00+00:00,20378.0
2010-06-29 00:00:00+00:00,38019.0
2010-06-30 00:00:00+00:00,180463.0
2010-07-01 00:00:00+00:00,29795.0
2010-07-02 00:00:00+00:00,77481.0
2010-07-03 00:00:00+00:00,26741.0
2010-07-04 00:00:00+00:00,42861.0
2010-07-05 00:00:00+00:00,26382.0
2010-07-06 00:00:00+00:00,13716.0
2010-07-07 00:00:00+00:00,32141.0
2010-07-08 00:00:00+00:00,19614.0
2010-07-09 00:00:00+00:00,18824.0
2010-07-10 00:00:00+00:00,24823.0
2010-07-11 00:00:00+00:00,51548.0
2010-07-12 00:00:00+00:00,459097.0
2010-07-13 00:00:00+00:00,210718.0
2010-07-14 00:00:00+00:00,1520808.0
2010-07-15 00:00:00+00:00,409617.0
2010-07-16 00:00:00+00:00,199955.0
2010-07-17 00:00:00+00:00,89064.0
2010-07-18 00:00:00+00:00,108428.0
2010-07-19 00:00:00+00:00,108090.0
2010-07-20 00:00:00+00:00,153831.0
2010-07-21 00:00:00+00:00,84395.0
2010-07-22 00:00:00+00:00,62859.0
2010-07-23 00:00:00+00:00,60610.0
2010-07-24 00:00:00+00:00,247720.0
2010-07-25 00:00:00+00:00,695316.0
2010-07-26 00:00:00+00:00,190425.0
2010-07-27 00:00:00+00:00,90379.0
2010-07-28 00:00:00+00:00,510201.0
2010-07-29 00:00:00+00:00,402387.0
2010-07-30 00:00:00+00:00,73427.0
2010-07-31 00:00:00+00:00,51675.0
2010-08-01 00:00:00+00:00,51613.0
2010-08-02 00:00:00+00:00,53613.0
2010-08-03 00:00:00+00:00,138255.0
2010-08-04 00:00:00+00:00,66418.0
2010-08-05 00:00:00+00:00,155249.0
2010-08-06 00:00:00+00:00,79537.0
2010-08-07 00:00:00+00:00,65843.0
2010-08-08 00:00:00+00:00,62335.0
2010-08-09 00:00:00+00:00,256190.0
2010-08-10 00:00:00+00:00,49613.0
2010-08-11 00:00:00+00:00,65415.0
2010-08-12 00:00:00+00:00,52958.0
2010-08-13 00:00:00+00:00,133647.0
2010-08-14 00:00:00+00:00,77693.0
2010-08-15 00:00:00+00:00,38964.0
2010-08-16 00:00:00+00:00,122584.0
2010-08-17 00:00:00+00:00,59271.0
2010-08-18 00:00:00+00:00,237974.0
2010-08-19 00:00:00+00:00,55013.0
2010-08-20 00:00:00+00:00,73303.0
2010-08-21 00:00:00+00:00,56005.0
2010-08-22 00:00:00+00:00,54462.0
2010-08-23 00:00:00+00:00,58014.0
2010-08-24 00:00:00+00:00,133390.0
2010-08-25 00:00:00+00:00,43139.0
2010-08-26 00:00:00+00:00,72816.0
2010-08-27 00:00:00+00:00,44346.0
2010-08-28 00:00:00+00:00,66590.0
2010-08-29 00:00:00+00:00,32093.0
2010-08-30 00:00:00+00:00,67920.0
2010-08-31 00:00:00+00:00,140038.0
2010-09-01 00:00:00+00:00,106594.0
2010-09-02 00:00:00+00:00,61193.0
2010-09-03 00:00:00+00:00,47786.0
2010-09-04 00:00:00+00:00,35090.0
2010-09-05 00:00:00+00:00,54534.0
2010-09-06 00:00:00+00:00,45862.0
2010-09-07 00:00:00+00:00,40339.0
2010-09-08 00:00:00+00:00,56909.0
2010-09-09 00:00:00+00:00,67350.0
2010-09-10 00:00:00+00:00,61111.0
2010-09-11 00:00:00+00:00,46404.0
2010-09-12 00:00:00+00:00,85776.0
2010-09-13 00:00:00+00:00,95933.0
2010-09-14 00:00:00+00:00,77603.0
2010-09-15 00:00:00+00:00,93236.0
2010-09-16 00:00:00+00:00,73525.0
2010-09-17 00:00:00+00:00,106168.0
2010-09-18 00:00:00+00:00,56117.0
2010-09-19 00:00:00+00:00,61321.0
2010-09-20 00:00:00+00:00,96727.0
2010-09-21 00:00:00+00:00,230368.0
2010-09-22 00:00:00+00:00,178665.0
2010-09-23 00:00:00+00:00,144462.0
2010-09-24 00:00:00+00:00,90532.0
2010-09-25 00:00:00+00:00,116054.0
2010-09-26 00:00:00+00:00,75681.0
2010-09-27 00:00:00+00:00,169821.0
2010-09-28 00:00:00+00:00,213255.0
2010-09-29 00:00:00+00:00,325395.0
2010-09-30 00:00:00+00:00,78412.0
2010-10-01 00:00:00+00:00,136979.0
2010-10-02 00:00:00+00:00,160101.0
2010-10-03 00:00:00+00:00,88203.0
2010-10-04 00:00:00+00:00,106560.0
2010-10-05 00:00:00+00:00,98806.0
2010-10-06 00:00:00+00:00,84535.0
2010-10-07 00:00:00+00:00,72378.0
2010-10-08 00:00:00+00:00,99697.0
2010-10-09 00:00:00+00:00,108838.0
2010-10-10 00:00:00+00:00,73742.0
2010-10-11 00:00:00+00:00,70002.0
2010-10-12 00:00:00+00:00,74792.0
2010-10-13 00:00:00+00:00,114999.0
2010-10-14 00:00:00+00:00,72411.0
2010-10-15 00:00:00+00:00,55871.0
2010-10-16 00:00:00+00:00,91041.0
2010-10-17 00:00:00+00:00,73338.0
2010-10-18 00:00:00+00:00,129166.0
2010-10-19 00:00:00+00:00,242736.0
2010-10-20 00:00:00+00:00,172237.0
2010-10-21 00:00:00+00:00,140558.0
2010-10-22 00:00:00+00:00,161212.0
2010-10-23 00:00:00+00:00,120208.0
2010-10-24 00:00:00+00:00,117457.0
2010-10-25 00:00:00+00:00,89656.0
2010-10-26 00:00:00+00:00,101344.0
2010-10-27 00:00:00+00:00,147763.0
2010-10-28 00:00:00+00:00,112329.0
2010-10-29 00:00:00+00:00,114749.0
2010-10-30 00:00:00+00:00,65627.0
2010-10-31 00:00:00+00:00,58309.0
2010-11-01 00:00:00+00:00,64721.0
2010-11-02 00:00:00+00:00,41192.0
2010-11-03 00:00:00+00:00,58086.0
2010-11-04 00:00:00+00:00,59986.0
2010-11-05 00:00:00+00:00,107446.0
2010-11-06 00:00:00+00:00,68323.0
2010-11-07 00:00:00+00:00,75394.0
2010-11-08 00:00:00+00:00,173026.0
2010-11-09 00:00:00+00:00,71900.0
2010-11-10 00:00:00+00:00,67732.0
2010-11-11 00:00:00+00:00,64603.0
2010-11-12 00:00:00+00:00,42646.0
2010-11-13 00:00:00+00:00,51391.0
2010-11-14 00:00:00+00:00,88580.0
2010-11-15 00:00:00+00:00,1714305.0
2010-11-16 00:00:00+00:00,2115470.0
2010-11-17 00:00:00+00:00,71620.0
2010-11-18 00:00:00+00:00,298188.0
2010-11-19 00:00:00+00:00,2154898.0
2010-11-20 00:00:00+00:00,2184988.0
2010-11-21 00:00:00+00:00,2270721.0
2010-11-22 00:00:00+00:00,67261.0
2010-11-23 00:00:00+00:00,75368.0
2010-11-24 00:00:00+00:00,935561.0
